title,handle,street,suburb,city,province,country,zip,phone,website,instagram_handle,tags,group,place_id,lat,long
Mrs M's,mrs-m-s,207 Stafford Street,Timaru,Timaru,,NZ,5010,027 677 3667,,,"cafe,stockist",New Zealand,ChIJnS7sSijCLG0RavsJHdGbTSY,-44.3958851,171.2533297
Homestead,homestead,72 Hillsborough Road,Auckland,Auckland,,NZ,8011,09-624 1215,http://www.pahhomestead.company/,homestead.company,cafe,New Zealand,ChIJozNf1BFGDW0RE7oMYPec-Xk,-36.9143535,174.7631279
Little Social,little-social,255 Asaph St,Christchurch,Christchurch,,NZ,,0210 208 4444,https://www.littlesocial.co.nz,littlesocialchch,cafe,New Zealand,ChIJc69UkhiKMW0RbEkRi5POwio,-43.5357891,172.6409378
Cafe Mondo at Hastings New World ,cafe-mondo-at-hastings-new-world,400 Heretaunga Street East,Hastings,Hastings,,NZ,5713,06 876 9881 ext 854,http://www.newworld.co.nz/,,cafe,New Zealand,ChIJp1VpM6vLaW0RK7F4pXqa58A,-39.644719,176.8469589
Patio Rose,patio-rose,528 Cambridge Road,Tauranga,Tauranga,,NZ,5010,07 543 1096,https://www.patiorosecafe.co.nz/,patiorosecafe,cafe,New Zealand,ChIJNwkMSrDabW0Rtq6j-8oxCGg,-37.7325437,176.1016283
Banter,banter,496 Colombo St,Christchurch,Christchurch,,NZ,6023,027 810 4187,,bantercafe_chch,cafe,New Zealand,ChIJsR0FhhCKMW0RxT5LCd5JmUk,-43.5416643,172.6368971
Nikau Gallery Cafe,nikau-gallery-cafe,Wellington City Art Gallery Civic Square,Wellington,Wellington,,NZ,5010,04 4 801 4168,http://nikaucafe.co.nz/,nikaucafe,cafe,New Zealand,ChIJAYfqlNavOG0RfVybWX426mM,-41.2885858,174.7771786
MOOMAA Cafe and Design Store,moomaa-cafe-and-design-store,1813 State Highway 1,Marton,Marton,,NZ,5010,027 464 5809,http://www.moomaa.nz/,moomaa_cafe_designstore,cafe,New Zealand,ChIJ-xrafDwvQG0R2F2H-nheyT8,-40.0412649,175.4394423
Farro Fresh - Mt Eden,farro-fresh-mt-eden,422 Dominon Road,Auckland,Auckland,,NZ,,04 384 7788,http://farro.co.nz/,farrofresh,stockist,New Zealand,ChIJ4621RrVHDW0RGmztsfq03nY,-36.8817439,174.7495515
Cafe Blume ,cafe-blume,14 Main Street,Upper Hutt,Upper Hutt,,NZ,5581,04 528 2677,https://www.facebook.com/blumingood/,cafe_blume_,cafe,New Zealand,ChIJ74UPCFutQG0RRFPYz6XfioQ,-41.1248718,175.0664156
Double Shot Cafe,double-shot-cafe,47 Horomatangi Street,Taupo,Taupo,,NZ,8023,07-377 4478,https://www.lovetaupo.com/en/operators/double-shot-cafe,,cafe,New Zealand,ChIJuRFjx9Hxa20Ru1RjFxDVug0,-38.6872861,176.071838
Cargo Coffee Co,cargo-coffee-co,35 Fort St,Auckland,Auckland,,NZ,1023,09-309 0220,,cargocoffeeco,cafe,New Zealand,ChIJ83NemvtHDW0RrGL2PYcBCIA,-36.8462911,174.7678605
Queenies,queenies,24A Spring Street,Auckland,Auckland,,NZ,5010,09 378 8977,https://queenie-nz.com/,queenies_nz?hl=en,cafe,New Zealand,ChIJVxp5f41HDW0RhV723DI11Mw,-36.8490082,174.7498645
Nosh Cafe,nosh-cafe,415 West St,Ashburton,Ashburton,,NZ,5010,03 307 0070,https://noshcafe.co.nz/,noshcafeashburton,cafe,New Zealand,ChIJJQBuCKW7LW0RZTekmt2mvcU,-43.8948129,171.7605083
The Office,the-office,1429 Main North Road,Waikuku,Waikuku,,NZ,5010,021 804 425,https://www.facebook.com/theofficecafewaikuku/,theofficecafewaikuku,cafe,New Zealand,ChIJFZ4g5viWMW0R1B99DbOAslg,-43.2902541,172.6845567
Cafe Collective,cafe-collective,12 Madden Street,Auckland CBD,Auckland,,NZ,1010,09 3650 500,https://gridakl.com/,,cafe,New Zealand,ChIJVUCPMPRHDW0RFlKLjphCrdo,-36.842254,174.756742
Ambler,ambler,181 Point Chevalier Road,Auckland,Auckland,,NZ,931,09 849 3615,http://amblerptchev.co.nz/,amblerptchev,"cafe,stockist",New Zealand,ChIJVZ2PWCxHDW0R2pbM2DPjNu8,-36.8648897,174.7063677
Woodside Cafe ,woodside-cafe,134a Hinemoa Street,Auckland,Auckland,,NZ,5010,022 656 9058,,woodsidecafenz,"cafe,stockist",New Zealand,ChIJX8Z1UfU4DW0Rd56CUe-uTwQ,-36.8157498,174.7310736
Rude Boy Deli,rude-boy-deli,34 Sale St,Auckland,Auckland,,NZ,5010,09 974 5515,,rudeboydelieatery,"cafe,stockist",New Zealand,ChIJNXkbfCVHDW0RJ9hJ8zptIw0,-36.8496641,174.7569097
Otto and Oscar,otto-and-oscar,51 The Strand,Tauranga,Tauranga,,NZ,5010,07 282 7879,https://www.facebook.com/oscarandotto/?ref=py_c,otto_eatery,cafe,New Zealand,ChIJexYMyuLbbW0R_Ve_hUjyN84,-37.6821011,176.1697398
SG Coffee,sg-coffee,8B Target Rd,Auckland,Auckland,,NZ,5010,021 071 0340,,,cafe,New Zealand,ChIJwxEScno5DW0Rqf-4DwdDfUc,-36.7615391,174.7247641
GoodFor Wholefoods Takapuna,goodfor-wholefoods-takapuna,360 Lake Road,Auckland,Auckland,,NZ,6011,0800 4663367 ,http://www.goodfor.co.nz/,goodforstore,stockist,New Zealand,ChIJ3y5U80Q3DW0RlrimSKU85hQ,-36.7947444,174.7769844
Little Goodies - Auckland,little-goodies-auckland,Shop 2 146 Sunnynook Road,Auckland,Auckland,,NZ,,021 352626,https://littlegoodiescafe.business.site/,,cafe,New Zealand,ChIJCZX9A4U5DW0R55iRjpSogsU,-36.76048,174.739692
Copper Cafe - Dunedin,copper-cafe-dunedin,595 Highgate,Dunedin,Dunedin,,NZ,3510,03 467 2898,https://copperwebsitesetup.wixsite.com/copper,copper595,"cafe,stockist",New Zealand,ChIJuVWilHisLqgR5JuPg2WeioQ,-45.8583463,170.50001
Sweet Bakery and Cakery Karori,sweet-bakery-and-cakery-karori,3/149 Karori Road,Wellington,Wellington,,NZ,5010,021 137 1385,http://sweetbakery.co.nz/,sweetbakerynz,cafe,New Zealand,ChIJNdE1x0ywOG0RUr15KRZmeKk,-41.2824744,174.7458301
Sweet Bakery and Cakery Cuba St,sweet-bakery-and-cakery-cuba-st,268 Cuba St,Wellington,Wellington,,NZ,5010,021 137 1385,http://sweetbakery.co.nz/,sweetbakerynz,cafe,New Zealand,ChIJt1JAodivOG0RDbABYd-hPQY,-41.296622,174.773845
Crave,crave,6 Morningside Drive,Morningside,Auckland,,NZ,1025,09-845 4714,http://cravecafe.co.nz/,cafecrave,"cafe,stockist",New Zealand,ChIJRaM5q65HDW0RYJIJV2BwOqM,-36.875272,174.736615
The Hive,the-hive,450 Purangi Road,Purangi,Whitianga,,NZ,3591,,https://www.hivepurangi.co.nz/,,cafe,New Zealand,ChIJq7us-ktdcm0RJu2nVF5aaAc,-36.861808,175.762745
Kind Eatery,kind-eatery,6 Morningside Drive,Auckland,Auckland,,NZ,,09-869 8765,http://cravecafe.co.nz/,,cafe,New Zealand,ChIJRaM5q65HDW0RYJIJV2BwOqM,-36.8754861,174.7363365
Benny's Barber Shop,benny-s-barber-shop,101 Disraeli Street,Christchurch,Christchurch,,NZ,6023,027 378 8351,http://www.bennysbarbershop.co.nz/,bennysbarbershopnz,cafe,New Zealand,ChIJj69LhjmLMW0RnOyfWfsEylk,-43.5424304,172.6315099
Tartan Rose Cakery and Deli,tartan-rose-cakery-and-deli,326 Devon St East,New Plymouth,New Plymouth,,NZ,5010,06 757 2933,https://www.tartanrose.co.nz/,tartanrosecakeryanddeli,cafe,New Zealand,ChIJf3O_7SlPFG0RGaXq4juLBZA,-39.0546312,174.0855724
Beach Central Cafe,beach-central-cafe,"Ground Floor, 69-71 Beach Road",Auckland,Auckland,,NZ,1010,021 0240 1457,https://beach-central.business.site/,,"cafe,stockist",New Zealand,EkVHcm91bmQgRmxvb3IsIDY5LTcxLzEwMTAgQmVhY2ggUmQsIFRvcmJheSwgQXVja2xhbmQgMDYzMCwgTmV3IFplYWxhbmQiLxotChYKFAoSCeXl5tKSOg1tEXYrH095u2EYEhNHcm91bmQgRmxvb3IsIDY5LTcx,-36.8472565,174.7730909
Ken's Cafe,ken-s-cafe,13A Bishopdale Court,Christchurch,Christchurch,,NZ,,027 894 5362,https://www.facebook.com/pages/category/Restaurant/Kens-Cafe-622659001520600/,,cafe,New Zealand,ChIJVayn3xeLMW0RBaZiZBX-dv8,-43.4890387,172.5856067
Arcimboldi,arcimboldi,42 Dundas Street,Wellington,Wellington,,NZ,931,021 987 082,https://www.arcimboldi.net/,arcimboldi_seatoun,cafe,New Zealand,ChIJ7UoYoWGvOG0RCX8rZ4VGgfk,-41.3231855,174.8322632
New World Thorndon,new-world-thorndon,"150 Molesworth St, Thorndon,",Wellington,Wellington,,NZ,5010,04 499 9041,http://www.newworld.co.nz/thorndon,newworldthorndon,stockist,New Zealand,ChIJdwmhtSiuOG0RfSZInIzmaQ8,-41.2739961,174.7780571
Ferntinental Cafe &amp; Restaurant,ferntinental-cafe-restaurant,180 Gulf Harbour Dr,Whangaparaoa,Whangaparaoa,,NZ,6011,021 177 6586,https://www.gulfharbourcountryclub.co.nz/ferntinental-cafe?ComeFromCat=1528,gulfharbourcountryclub,cafe,New Zealand,ChIJ-_NCnWAvDW0RA2tA6WS4H4c,-36.6172862,174.7974576
Sugar,sugar,c/o Chelsea Bay Cafe - 100 Colonial Road,Auckland,Auckland,,NZ,5010,09-481 0744,https://www.chelsea.co.nz/chelseabay/cafe/,chelseasugarnz,cafe,New Zealand,ChIJbzefc404DW0RnOs3cOjfmWw,-36.820404,174.724932
Augustus Bistro,augustus-bistro,1-3 St Mary's Bay Road,Auckland 1011,Auckland 1011,,NZ,6011,09 950 4855 (1),https://augustusbistro.co.nz/,augustusbistro,cafe,New Zealand,ChIJY-Vas49HDW0RS90n2W1Yg8s,-36.8472432,174.7445661
Rākau,rākau,170 Arthurs Point Road,Arthurs Point 9371,Arthurs Point 9371,,NZ,5010,022 190 2868,https://www.rakauqueenstown.co.nz/,rakau.queenstown,cafe,New Zealand,ChIJ75ICtmcc1akR3j9cEr_5KKg,-44.9799339,168.6867221
Starfish Cafe and Bar,starfish-cafe-and-bar,240 Forbury Road,Dunedin,Dunedin,,NZ,5010,03-455 5940,http://www.starfishcafe.co.nz/,starfish.cafe,cafe,New Zealand,ChIJGSmGVciuLqgRdXP4UzkPtgY,-45.9113472,170.4900729
Archie's,archie-s,"Unit 1, 454 Borman Road",Hamilton,Hamilton,,NZ,931,021 678 507,https://www.facebook.com/archiescafenz/,archiescafenz,cafe,New Zealand,,-37.719857,175.241477
New World Rolleston ,new-world-rolleston,Shop 9 Rolleston Shopping Centre,Rolleston,Rolleston,,NZ,5010,03 3474404,http://www.newworld.co.nz/,,cafe,New Zealand,ChIJbcXJMkoDMm0Rc_fxsvXtoxk,-43.5960479,172.385165
Fire - Mt Maunganui,fire-mt-maunganui,113 Maunganui Road,Mt Mauganui,Mt Mauganui,,NZ,1011,07 929 7011,https://www.fireatthemount.co.nz/,fireatthemount,cafe,New Zealand,ChIJczv7oZnebW0RyQMB--N6MGI,-37.6370011,176.1831079
Soho,soho,72 Taharoto Road,Auckland,Auckland,,NZ,5010,021 263 7732,https://goodside.co.nz/food-drink/soho/,sohoeatsnz,cafe,New Zealand,ChIJv0B22sc5DW0RgnXHB6THE_o,-36.7845153,174.754401
Flat White Cafe,flat-white-cafe,"Unit U, 86 Bush Road",Auckland,Auckland,,NZ,6140,021 298 1755,,,cafe,New Zealand,ChIJj391Mm47DW0RQn_02F8Sws8,-36.7398397,174.7037335
Breadhead,breadhead,2A St John Street,Tauranga,Tauranga,,NZ,6011,07-281 1061,,breadheadnz,cafe,New Zealand,ChIJZWKMMc_bbW0R_6Ivx02_bks,-37.695239,176.160256
Johnny Crema - Queenstown,johnny-crema-queenstown,180 Glenda Drive,Queenstown 9371,Queenstown 9371,,NZ,,021 0864 0583,http://www.facebook.com/johnnycremaqt/,,cafe,New Zealand,ChIJX0Kw39If1akRLXuZZUDiT5w,-45.0120397,168.7541161
The Kitchen Cafe ,the-kitchen-cafe,53 Hereford st,Christchurch,Christchurch,,NZ,5010,03 377 2200,,the_kitchen_cafe_ch,cafe,New Zealand,ChIJBc1ziD6KMW0RgfSOYP1wgT4,-43.531922,172.6314311
Yonder,yonder,14 Church St,Queenstown,Queenstown,,NZ,5010,03 409 0994,http://www.yonderqt.co.nz/,yonderqt,"cafe,stockist",New Zealand,ChIJS-5xxYYd1akRVWDESd6I5p8,-45.0330595,168.6617662
Deluca Cafe,deluca-cafe,6-8 Rust Avenue,Whangarei,Whangarei,,NZ,7110,021 062 4468,https://www.facebook.com/DelucaCafe-2123625394324362/?modal=admin_todo_tour,,cafe,New Zealand,ChIJ-7NDd-R-C20RcbhvDERlEi8,-35.7242365,174.319033
&amp;Sushi,sushi,2 Commerce Street,Auckland,Auckland,,NZ,#N/A,09-600 3299,http://www.andsushi.co.nz/?ckattempt=1,andsushinz,cafe,New Zealand,,-36.8439943,174.7688313
Tokomaru Te Whaea,tokomaru-te-whaea,11 Hutchison Road,Wellington,Wellington,,NZ,5010,0274 549 857,https://www.facebook.com/tokomarufood/,,cafe,New Zealand,ChIJz1KGIuKvOG0Rrw0RA1RqXBA,-41.3083689,174.7746702
Hurunui Village,hurunui-village,1224 Karaka Road,Hurunui,Hurunui,,NZ,8011,03 314 2207,https://thehurunuihotel.co.nz/eat-drink/,,cafe,New Zealand,ChIJo4Nz2xdSMG0R_1sRlN3f0wU,-42.879412,172.755761
Breaking Bread Cafe,breaking-bread-cafe,Corner of New Castle st and Great South Rd,Ngaruawahia,Ngaruawahia,,NZ,6011,07 949 8141,https://www.facebook.com/breakingbreadcafeandeatery/,breaking_bread_cafe,cafe,New Zealand,,-37.6668124,175.1484954
Taper,taper,218 Oxford St,Levin,Levin,,NZ,5010,06 3686032,https://www.facebook.com/tapereatery/,taper_eatery,"cafe,stockist",New Zealand,EjIyMTggT3hmb3JkIFN0LCBIb3Jvd2hlbnVhLCBMZXZpbiA1NTEwLCBOZXcgWmVhbGFuZCIbEhkKFAoSCfPJZwRZ80BtEY93q7iOD_oHENoB,-40.6224275,175.2863688
Red Kitchen Metro - Hamilton,red-kitchen-metro-hamilton,6/113 Alexandra Street,Hamilton,Hamilton,,NZ,5010,07-949 8363,https://redkitchen.co.nz/,,"cafe,stockist",New Zealand,ChIJvRlO558ZbW0Rj8O5BuDJ86U,-37.7887248,175.2822588
Friday I'm In Love ,friday-i-m-in-love,"Ground Floor GHD Building, 27 Napier St",Auckland,Auckland,,NZ,,09 360 0985,,fridayiminlovecafe,cafe,New Zealand,ChIJmf_RSh9HDW0RmKmpMn3sLt0,-36.8505318,174.7529538
The Container ,the-container,53 May Road,Auckland,Auckland,,NZ,5010,021 296 8507,,,cafe,New Zealand,ChIJ6RIJxWNGDW0RMFKDjkNIPA4,-36.9083546,174.7349682
Mr Milton's Canteen,mr-milton-s-canteen,127 Alexandra Street,Hamilton,Hamilton,,NZ,5010,07 838 2942,http://www.miltonscanteen.co.nz/,miltonscanteen,"cafe,stockist",New Zealand,ChIJvStzV6UYbW0R9-yPk4VHnJY,-37.7886544,175.2820272
Gipsy Kitchen The Kiosk,gipsy-kitchen-the-kiosk,Left Bank Lane,Wellington,Wellington,,NZ,5040,021 822 115,https://m.facebook.com/Gipsy-Kitchen-166251323428395/,,cafe,New Zealand,ChIJNzNmy9uvOG0RdKMImj2sTfE,-41.2926053,174.7758423
Ilex Cafe,ilex-cafe,"Christchurch Botanical Gardens visitor centre,",Christchurch,Christchurch,,NZ,8011,03-941 5556,http://www.goodcompany.nz/,goodcompanynz,cafe,New Zealand,ChIJNROJT0GKMW0RpWFkfrIhcT4,-43.5302713,172.6210494
Coffee Central,coffee-central,4 Vulcan Lane,Auckland Central,Auckland Central,,NZ,5034,022 010 8727,,,cafe,New Zealand,ChIJL88OCvtHDW0RReUUSXfdc1w,-36.8469993,174.7662295
The Rusty Tractor,the-rusty-tractor,582 Kerikeri Road,Kerikeri,Kerikeri,,NZ,5010,09 407 3322,https://www.therustytractorcafe.co.nz/,,cafe,New Zealand,ChIJQ9trMwi4C20RbEmH-SDY6p4,-35.2522876,173.9330091
New World Victoria Park ,new-world-victoria-park,2 College Hill,Auckland,Auckland,,NZ,5010,09 307 8400,http://www.newworld.co.nz/,,stockist,New Zealand,ChIJiXdjaY1HDW0RM-Js7mMZFks,-36.8485776,174.7512366
Paddock ,paddock,46A Victoria Street,Cambridge,Cambridge,,NZ,5010,07 827 4232,https://www.paddockcambridge.co.nz/,,"cafe,stockist",New Zealand,ChIJoQiT8Xz9bG0RlI1O9EG-OCg,-37.8951416,175.4705199
Cave a Vin,cave-a-vin,146 Kitchener Rd,Auckland,Auckland,,NZ,8022,027 212 0666,http://caveavin.co.nz/,caveavinnz,cafe,New Zealand,ChIJp6Zm4sE5DW0RreFRil1ULao,-36.773083,174.7661155
New World Miramar ,new-world-miramar,48 Miramar Avenue,Wellington,Wellington,,NZ,5010,04 499 9041,http://www.newworld.co.nz/,,stockist,New Zealand,ChIJjT_no4KvOG0Rq_YVjIE9HPc,-41.3160808,174.8143186
Mr Pickles,mr-pickles,298 Victoria St (Down the lane),Hamilton,Hamilton,,NZ,5010,07-839 7989,http://www.mrpickles.co.nz/,mrpicklesnz,cafe,New Zealand,ChIJnbfWuLoYbW0RcVUc7zkuzVI,-37.7877334,175.2835388
Just Like Martha,just-like-martha,985 Mt Eden Road,Auckland,Auckland,,NZ,,021 08268150,,justlikemarthacafe,cafe,New Zealand,ChIJh5DnELZHDW0RH-Z0bJcwQL4,-36.9039324,174.759204
Los Banditos,los-banditos,19 Blair Street,Wellington,Wellington,,NZ,,04-801 8046,https://www.losbanditos.co.nz/,losbanditoswellington,cafe,New Zealand,ChIJZ9S1OTqvOG0RqAHghpIU-rw,-41.2933809,174.7833346
Earth and Sky - Dark Sky Diner,earth-and-sky-dark-sky-diner,1 Motuariki Lane,Lake Tekapo,Lake Tekapo,,NZ,8023,03 680 6960,https://www.darkskyproject.co.nz/?utm_source=google&amp;utm_medium=organic&amp;utm_campaign=Google%20My%20Business,darkskyprojectnz,cafe,New Zealand,ChIJz2FYXe2fK20RX5CcyHChhYY,-44.0040369,170.4778891
New World Long Bay ,new-world-long-bay,55b Glenvar Ridge Road,Auckland,Auckland,,NZ,5010,09-869 4577,https://www.ishopnewworld.co.nz/,,stockist,New Zealand,ChIJjVtzte47DW0RHr1utqCB3cs,-36.6855073,174.7395226
New World Eastridge,new-world-eastridge,209 Kepa Road,Auckland,Auckland,,NZ,5010,09-521 4680,http://www.newworld.co.nz/,,stockist,New Zealand,ChIJI2LZHsdJDW0Rrc6pc75hoj8,-36.860965,174.829292
Kings Plant Barn Botany,kings-plant-barn-botany,280 Botany Road,Auckland,Auckland,,NZ,,09 410 9726,http://www.kings.co.nz/,,cafe,New Zealand,ChIJscgBMWRLDW0Rh7sUgZRiaig,-36.923344,174.9136042
New World Stonefields ,new-world-stonefields,100 Lunn Avenue,Auckland,Auckland,,NZ,5010,09 572 8840,http://www.newworld.co.nz/,,stockist,New Zealand,ChIJy2XZjgtJDW0Rk0XhXe_9cqI,-36.8901864,174.8319201
New World St Martins,new-world-st-martins,92 Wilsons Road,Christchurch,Christchurch,,NZ,5010,03-337 0811,http://www.newworld.co.nz/south-island/canterbury/st-martins/,,cafe,New Zealand,ChIJ6z5xhVYnMm0R__YVhw5SWmE,-43.5581624,172.6545312
Fraser's Cafe,frasers-cafe,141 Bethlehem Road,Tauranga,Tauranga,,NZ,5010,0800 887779,http://bethlehemshores.co.nz/,,cafe,New Zealand,ChIJKZwC9TjbbW0RkPDPp9TxffI,-37.6824247,176.1066239
New World Remuera,new-world-remuera,10 Clonbern Road,Auckland,Auckland,,NZ,5010,09 5203559,http://www.newworld.co.nz/upper-north-island/auckland/remuera/,,stockist,New Zealand,ChIJM5y2E19IDW0RK8w5ZCyg7_4,-36.8819007,174.7976545
Peak House,peak-house,357 Te Mata Peak Rd,Parkvale,Havlock North,,NZ,4130,,https://www.thepeakhouse.co.nz/,peakhousenz,cafe,New Zealand,ChIJw9IZ-FQzaG0Rywhx1kM90d8,-39.695762,176.905748
Fresca Mediterranean,fresca-mediterranean,7/188 Hight St,Rangiora,Rangiora,,NZ,7400,03 310 7020,https://www.mediterraneanfoods.co.nz/,frescamediterranean,"cafe,stockist",New Zealand,ChIJ4SRwlpKUMW0RRP9zD3N9NJQ,-43.30363,172.593392
Alphabet Cafe,alphabet-cafe,243 Boundary St,West End,West End,QLD,AUSTRALIA,4101,0409 432 547,http://facebook.com/alphabetcafe12,alphabetcafe,"cafe,stockist",Australia,ChIJ3566LQhakWsR7Q5qwvC7-Rs,-27.4831095,153.0113919
Amandhi's,,Shop 1/ 35 Camp Street,Beechworth,Beechworth,VIC,AUSTRALIA,3747,,,,"cafe,stockist",Australia,,,
Atticus Finch Cafe,atticus-finch-cafe,83 LaTrobe Terrace,Paddington,Paddington,QLD,AUSTRALIA,4064,(07) 3367 2448,https://www.facebook.com/atticusfinchcafe/,atticusfinchcafe,"cafe,stockist",Australia,ChIJl0WxM7NQkWsRdG2oA8J1JR4,-27.4586439,152.9990989
Bar Lourinha,bar-lourinha,37 Little Collins St,Melbourne,Melbourne,VIC,AUSTRALIA,3000,(03) 9663 7890,http://www.barlourinha.com.au/,bar_lourinha,cafe,Australia,ChIJ-dMSJsZC1moRBR6RQKxblbI,-37.812765,144.972476
Barkley Johnson,barkley-johnson,11 Anderson St,Yarraville,Yarraville,VIC,AUSTRALIA,3013,(03) 9687 6663,,,"cafe,stockist",Australia,ChIJFYHzL0Nn1moR6mud7cTLRbc,-37.8168876,144.8917972
Batch Espresso,batch-espresso,"Shop 1 , 320 Carlisle St",Balaclava,Balaclava,VIC,AUSTRALIA,3183,(03) 9530 3550,,batchespresso,"cafe,stockist",Australia,ChIJdfVEl09o1moRAmW28vBqdqI,-37.8688315,144.9952419
Bean Squeeze Barwon Heads - Grayling St,bean-squeeze-barwon-heads-grayling-st,39 Grayling St,Belmont,Belmont,VIC,AUSTRALIA,3216,(03) 5243 0080,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJdaFbJoQU1GoRXrpSwQUacZU,-38.184297,144.354091
Bean Squeeze Bellarine Newcomb,bean-squeeze-bellarine-newcomb,114 Bellarine Hwy,Newcomb,Newcomb,VIC,AUSTRALIA,3219,(03) 5248 8433,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJKXD6bckV1GoROVV5nRGYIFo,-38.172447,144.396907
Bean Squeeze High Street,bean-squeeze-high-street,322-328 High St,Belmont,Belmont,VIC,AUSTRALIA,3216,(03) 5244 0090,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJw-qOaGoT1GoRPApABtkW9FQ,-38.1879785,144.3286618
Bean Squeeze Melbourne Rd,bean-squeeze-melbourne-rd,440-450 Melbourne Rd,Norlane,Norlane,VIC,AUSTRALIA,3214,(03) 5278 4981,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJhwHN0i4X1GoRB6mQJ4WMjWo,-38.1008224,144.3544294
Bean Squeeze Mercer St,bean-squeeze-mercer-st,111 Mercer St,Geelong,Geelong,VIC,AUSTRALIA,3220,(03) 5222 6223,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJP3NttgIU1GoRRwoJ4dVpSa8,-38.144647,144.3572608
Bean Squeeze Portarlington Rd,bean-squeeze-portarlington-rd,1a Coppards Rd,Geelong,Geelong,VIC,AUSTRALIA,3221,(03) 5248 1486,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJ1fDl29gV1GoRHbmhP3boWHQ,-38.1625281,144.4051937
Bean Squeeze Shannon Ave,bean-squeeze-shannon-ave,251-255 Shannon Ave,Geelong West,Geelong West,VIC,AUSTRALIA,3218,(03) 5222 7164,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJp_vrUeUT1GoRtU4zbasKfeA,-38.1446652,144.3353956
Bean Squeeze Torquay Rd,bean-squeeze-torquay-rd,179-181 Torquay Rd,Grovedale,Grovedale,VIC,AUSTRALIA,3216,(03) 5245 8664,http://www.beansqueeze.com/,beansqueeze,cafe,Australia,ChIJkxNOol4T1GoRl67z3ETuL40,-38.1971115,144.3417467
Bean to Melbourne - Carts,bean-to-melbourne-carts,37 Little Leveson Street,North Melbourne,North Melbourne,VIC,AUSTRALIA,3051,0450 595 889 ,,beantocoffee,cafe,Australia,ChIJhytWtTBd1moROWjJxJUNwX8,-37.8039982,144.9515825
Bean to Melbourne - The Smith,bean-to-melbourne-the-smith,24 Villiers St,North Melbourne,North Melbourne,VIC,AUSTRALIA,3051,(03) 9328 3021,http://www.lortsmith.com/,beantocoffee,cafe,Australia,ChIJpelj0zFd1moRFAnIe4YKL48,-37.8000263,144.9532338
Bel Cibo,bel-cibo,26-30 Saltwater Macrossan St,Port Douglas,Port Douglas,QLD,AUSTRALIA,4877,(07) 4099 6330,https://belcibo.com.au/,,cafe,Australia,ChIJo0HV0XWogmkRONqNNaE6N3U,-16.4823157,145.4641846
Best Wishes Coffee,best-wishes-coffee,Shop 9/2 Cantonment St,Freemantle,Freemantle,WA,AUSTRALIA,6160,0434 966 405,https://www.facebook.com/bestwishescoffee/,,cafe,Australia,ChIJyYbhRGWhMioRYl8ViNH914U,-32.0533277,115.7462862
Black Box Coffee,black-box-coffee,"Unit 2, 19 Beeston St",Teneriffe,Teneriffe,QLD,AUSTRALIA,4005,0435 609 596,,,cafe,Australia,Ei4yLzE5IEJlZXN0b24gU3QsIFRlbmVyaWZmZSBRTEQgNDAwNSwgQXVzdHJhbGlhIh0aGwoWChQKEgl1FzxnjlmRaxH3oHC3fhuQfRIBMg,-27.4593722,153.0455532
Black Cat Cafe,black-cat-cafe,252 Brunswick St,Fitzroy,Fitzroy,VIC,AUSTRALIA,3065,(03) 9419 6230,http://www.blackcatfitzroy.com/,blackcatfitzroy,"cafe,stockist",Australia,ChIJW1fHRd9C1moRBzTQktK3f_U,-37.79994430000001,144.978401
Bossy Boots,bossy-boots,106 Bay St,Brighton,Brighton,VIC,AUSTRALIA,3186,(03) 9596 6825,http://www.bossyboots.com.au/,bossybootscafe,cafe,Australia,ChIJXSS2Itto1moRojXlWi06k-Q,-37.904792,144.995554
Brown Bagels,brown-bagels,Shop 10 330 Collins St,Melbourne,Melbourne,VIC,AUSTRALIA,3000,(03) 9670 9114,https://www.facebook.com/brownbagels,brownbagels,cafe,Australia,ChIJY34J9LRC1moRs6JlAxXdsvE,-37.816211,144.9632531
By the Bridge (BTB),by-the-bridge-btb,2 Ennis Rd,Milsons Point,Milsons Point,NSW,AUSTRALIA,2061,0424 215 516,https://www.btbkirribilli.sydney/,btbkirribilli,"cafe,stockist",Australia,ChIJGQZFBYuuEmsRftCM4YIzHCY,-33.8461353,151.212407
Cafe Cody,cafe-cody,9 Saltfleet St,Port Noarlunga,Port Noarlunga,SA,AUSTRALIA,5167,(08) 8382 3847,http://cafecody.com.au/,cafecody,"cafe,stockist",Australia,ChIJqxpmfFAhsWoR6xCEI9m2arc,-35.1486077,138.4691629
Cafe Augusta,,260 Collins Street,Melbourne,Melbourne,VIC,AUSTRALIA,3000,,,,Cafe,Australia,,,
Ceres Community Environment Park - Merri Table,ceres-community-environment-park-merri-table,8 Lee St,Brunswick East,Brunswick East,VIC,AUSTRALIA,3057,(03) 9389 0100,http://ceres.org.au/,ceresbrunswick,cafe,Australia,ChIJP7RbKV5D1moRwkhnnv8fdkE,-37.7665985,144.9832879
